# {"t_start": 1551044220.731029, "env_id": "MyBulletCartPole-v0"} 
r,l,t
71.0,71,148.771965
50.0,50,148.810724
69.0,69,148.865246
115.0,115,148.95399
57.0,57,148.998821
60.0,60,149.045514
200.0,200,149.196263
55.0,55,149.239611
85.0,85,149.306301
53.0,53,149.348068
70.0,70,149.402777
66.0,66,149.452421
83.0,83,149.674081
113.0,113,149.76048
72.0,72,149.817657
111.0,111,149.90337
56.0,56,149.946557
75.0,75,150.005551
84.0,84,150.071284
72.0,72,150.127215
85.0,85,150.193475
53.0,53,150.235048
88.0,88,150.304231
82.0,82,150.369421
56.0,56,150.411805
114.0,114,150.500106
122.0,122,150.594735
100.0,100,150.67327
176.0,176,150.809451
102.0,102,150.888785
91.0,91,150.959522
141.0,141,151.068138
67.0,67,151.120427
62.0,62,151.167514
80.0,80,151.383852
67.0,67,151.436851
66.0,66,151.486743
63.0,63,151.536442
78.0,78,151.596222
90.0,90,151.66701
52.0,52,151.708182
76.0,76,151.766495
72.0,72,151.821719
103.0,103,151.90205
88.0,88,151.972851
68.0,68,152.024329
65.0,65,152.07509
65.0,65,152.125479
56.0,56,152.168011
105.0,105,152.250946
59.0,59,152.298806
62.0,62,152.345597
52.0,52,152.386388
70.0,70,152.438913
87.0,87,152.505986
71.0,71,152.561125
116.0,116,152.65069
70.0,70,152.704167
61.0,61,152.751515
152.0,152,152.868844
47.0,47,152.906982
97.0,97,153.135803
51.0,51,153.175622
164.0,164,153.300298
144.0,144,153.409534
58.0,58,153.453559
87.0,87,153.522246
77.0,77,153.581275
57.0,57,153.626164
131.0,131,153.723875
104.0,104,153.802201
97.0,97,153.877616
64.0,64,153.927446
75.0,75,153.984995
45.0,45,154.022086
134.0,134,154.124849
64.0,64,154.175883
75.0,75,154.234839
89.0,89,154.302441
49.0,49,154.341244
171.0,171,154.473019
164.0,164,154.599145
75.0,75,154.656369
45.0,45,154.842806
94.0,94,154.919742
68.0,68,154.972785
82.0,82,155.036878
47.0,47,155.074118
114.0,114,155.162867
78.0,78,155.223746
123.0,123,155.318494
81.0,81,155.381204
53.0,53,155.422979
90.0,90,155.519804
73.0,73,155.576158
76.0,76,155.634603
166.0,166,155.765063
72.0,72,155.820085
111.0,111,155.907551
177.0,177,156.044158
70.0,70,156.098348
58.0,58,156.145306
79.0,79,156.207323
200.0,200,156.359992
58.0,58,156.405366
103.0,103,156.639124
137.0,137,156.745686
173.0,173,156.877344
72.0,72,156.933924
81.0,81,156.996083
94.0,94,157.065971
53.0,53,157.107227
53.0,53,157.149088
58.0,58,157.193413
52.0,52,157.235713
79.0,79,157.296463
108.0,108,157.381867
66.0,66,157.432718
70.0,70,157.489165
73.0,73,157.543653
67.0,67,157.59642
97.0,97,157.673201
60.0,60,157.719112
111.0,111,157.802863
108.0,108,157.885283
64.0,64,157.932533
59.0,59,157.977777
81.0,81,158.040244
109.0,109,158.12603
105.0,105,158.359758
85.0,85,158.426758
115.0,115,158.515122
60.0,60,158.560913
150.0,150,158.677224
74.0,74,158.734432
71.0,71,158.788898
54.0,54,158.830629
106.0,106,158.913531
56.0,56,158.956105
114.0,114,159.043225
63.0,63,159.092823
71.0,71,159.147631
87.0,87,159.214724
157.0,157,159.336712
79.0,79,159.397411
83.0,83,159.462565
73.0,73,159.518038
124.0,124,159.614896
60.0,60,159.662508
99.0,99,159.737802
129.0,129,159.836494
79.0,79,159.89707
69.0,69,160.110046
113.0,113,160.197155
113.0,113,160.284029
128.0,128,160.382616
68.0,68,160.434914
69.0,69,160.487956
97.0,97,160.560564
79.0,79,160.621894
49.0,49,160.660363
85.0,85,160.726238
114.0,114,160.815365
95.0,95,160.887119
68.0,68,160.940004
104.0,104,161.022384
96.0,96,161.096609
59.0,59,161.143008
92.0,92,161.215114
70.0,70,161.269196
64.0,64,161.317786
85.0,85,161.383783
77.0,77,161.444083
147.0,147,161.556664
50.0,50,161.595515
134.0,134,161.849963
63.0,63,161.900503
74.0,74,161.956935
85.0,85,162.022247
66.0,66,162.074477
63.0,63,162.122622
152.0,152,162.239817
97.0,97,162.314805
61.0,61,162.363826
59.0,59,162.408567
89.0,89,162.477813
73.0,73,162.533905
105.0,105,162.61617
117.0,117,162.709173
124.0,124,162.803342
90.0,90,162.874737
61.0,61,162.923056
119.0,119,163.015131
102.0,102,163.092202
96.0,96,163.167609
68.0,68,163.219741
58.0,58,163.265381
116.0,116,163.355553
89.0,89,163.575599
78.0,78,163.638782
149.0,149,163.75418
52.0,52,163.793118
69.0,69,163.848018
54.0,54,163.89104
98.0,98,163.966546
113.0,113,164.05271
72.0,72,164.109015
83.0,83,164.171127
123.0,123,164.266018
70.0,70,164.32011
77.0,77,164.380799
69.0,69,164.433431
60.0,60,164.480201
102.0,102,164.559517
125.0,125,164.656911
46.0,46,164.6923
95.0,95,164.765924
76.0,76,164.825893
104.0,104,164.90623
57.0,57,164.950676
119.0,119,165.040679
97.0,97,165.116238
80.0,80,165.330094
140.0,140,165.436962
68.0,68,165.49015
72.0,72,165.545994
57.0,57,165.590508
77.0,77,165.65134
64.0,64,165.702066
167.0,167,165.831847
89.0,89,165.900727
89.0,89,165.969493
140.0,140,166.078165
80.0,80,166.139857
70.0,70,166.193839
46.0,46,166.231063
104.0,104,166.312153
74.0,74,166.369483
69.0,69,166.424588
116.0,116,166.512751
61.0,61,166.559193
70.0,70,166.614603
114.0,114,166.699841
114.0,114,166.78771
54.0,54,166.830554
56.0,56,166.875556
97.0,97,167.101451
57.0,57,167.14547
145.0,145,167.254644
87.0,87,167.319772
79.0,79,167.381747
70.0,70,167.434037
63.0,63,167.484526
80.0,80,167.546728
86.0,86,167.613926
69.0,69,167.668808
109.0,109,167.753612
69.0,69,167.807711
67.0,67,167.861149
116.0,116,167.952197
90.0,90,168.02067
82.0,82,168.08404
78.0,78,168.143532
68.0,68,168.19398
73.0,73,168.251351
72.0,72,168.307991
104.0,104,168.386671
84.0,84,168.452172
71.0,71,168.508438
79.0,79,168.569442
93.0,93,168.794314
79.0,79,168.857682
61.0,61,168.903952
56.0,56,168.947974
61.0,61,168.99444
57.0,57,169.03928
53.0,53,169.080605
103.0,103,169.161136
92.0,92,169.231574
86.0,86,169.298978
186.0,186,169.442726
109.0,109,169.526492
93.0,93,169.598369
100.0,100,169.676529
63.0,63,169.725421
99.0,99,169.800261
76.0,76,169.859515
85.0,85,169.926215
64.0,64,169.977259
83.0,83,170.041298
104.0,104,170.120816
90.0,90,170.19155
70.0,70,170.244233
65.0,65,170.294675
68.0,68,170.347134
68.0,68,170.552006
111.0,111,170.63845
62.0,62,170.6875
59.0,59,170.733411
131.0,131,170.832975
62.0,62,170.880828
124.0,124,170.976741
122.0,122,171.071066
115.0,115,171.159354
124.0,124,171.255274
110.0,110,171.341605
70.0,70,171.397498
55.0,55,171.439374
70.0,70,171.49349
58.0,58,171.539826
92.0,92,171.611035
53.0,53,171.652301
140.0,140,171.759865
117.0,117,171.848584
88.0,88,171.917128
127.0,127,172.016785
117.0,117,172.107508
88.0,88,172.326532
62.0,62,172.375597
112.0,112,172.458758
61.0,61,172.506504
57.0,57,172.550245
61.0,61,172.597309
100.0,100,172.674968
105.0,105,172.757582
85.0,85,172.824783
87.0,87,172.891643
111.0,111,172.978045
200.0,200,173.130931
80.0,80,173.192665
193.0,193,173.340437
109.0,109,173.425751
118.0,118,173.516001
101.0,101,173.595214
62.0,62,173.643444
131.0,131,173.743366
63.0,63,173.792516
75.0,75,174.00151
62.0,62,174.050305
200.0,200,174.208279
106.0,106,174.289472
114.0,114,174.378153
60.0,60,174.42455
130.0,130,174.523096
80.0,80,174.58474
86.0,86,174.651208
70.0,70,174.706021
73.0,73,174.763216
57.0,57,174.808603
68.0,68,174.862012
56.0,56,174.905196
82.0,82,174.967566
64.0,64,175.017633
118.0,118,175.111088
64.0,64,175.160459
115.0,115,175.251292
97.0,97,175.325221
64.0,64,175.37607
67.0,67,175.427337
98.0,98,175.502872
114.0,114,175.741562
96.0,96,175.816322
67.0,67,175.868826
90.0,90,175.939164
82.0,82,176.002131
70.0,70,176.055006
114.0,114,176.144413
84.0,84,176.209968
98.0,98,176.285905
74.0,74,176.342232
112.0,112,176.4281
76.0,76,176.488248
73.0,73,176.544683
72.0,72,176.599176
109.0,109,176.682077
65.0,65,176.732758
131.0,131,176.835206
112.0,112,176.920823
95.0,95,176.993376
54.0,54,177.036639
64.0,64,177.086159
77.0,77,177.145541
90.0,90,177.216239
71.0,71,177.282838
183.0,183,177.582288
78.0,78,177.643539
67.0,67,177.695873
63.0,63,177.744084
55.0,55,177.787786
67.0,67,177.839075
63.0,63,177.886518
102.0,102,177.966269
56.0,56,178.010844
111.0,111,178.095381
145.0,145,178.206076
70.0,70,178.259304
92.0,92,178.331887
146.0,146,178.444033
72.0,72,178.499626
56.0,56,178.542792
55.0,55,178.586899
99.0,99,178.664376
64.0,64,178.714818
65.0,65,178.766173
69.0,69,178.817831
111.0,111,178.902983
200.0,200,179.05791
60.0,60,179.265026
63.0,63,179.313926
161.0,161,179.438786
52.0,52,179.480846
77.0,77,179.539885
127.0,127,179.637097
147.0,147,179.75097
183.0,183,179.892787
81.0,81,179.954689
67.0,67,180.005879
88.0,88,180.076007
74.0,74,180.132917
83.0,83,180.197732
87.0,87,180.265606
135.0,135,180.367684
63.0,63,180.417617
55.0,55,180.461326
88.0,88,180.52835
104.0,104,180.607656
96.0,96,180.679689
78.0,78,180.741382
128.0,128,180.991547
81.0,81,181.055547
97.0,97,181.131388
64.0,64,181.18118
88.0,88,181.248279
67.0,67,181.301034
76.0,76,181.36139
113.0,113,181.449591
97.0,97,181.524626
59.0,59,181.571829
105.0,105,181.654046
66.0,66,181.704909
58.0,58,181.750044
160.0,160,181.873634
105.0,105,181.956155
148.0,148,182.069814
132.0,132,182.171948
112.0,112,182.258384
85.0,85,182.325377
67.0,67,182.376954
157.0,157,182.500206
60.0,60,182.546043
93.0,93,182.778283
158.0,158,182.914869
72.0,72,182.976163
113.0,113,183.069781
68.0,68,183.125645
68.0,68,183.184911
146.0,146,183.303738
85.0,85,183.369711
59.0,59,183.415314
115.0,115,183.506352
64.0,64,183.556795
100.0,100,183.632338
172.0,172,183.763829
116.0,116,183.853219
126.0,126,183.949826
92.0,92,184.021579
111.0,111,184.107404
78.0,78,184.169135
69.0,69,184.224098
186.0,186,184.515586
63.0,63,184.567647
61.0,61,184.614509
200.0,200,184.769921
95.0,95,184.845404
74.0,74,184.902552
54.0,54,184.945033
63.0,63,184.993314
200.0,200,185.151119
70.0,70,185.203013
84.0,84,185.269323
64.0,64,185.318689
120.0,120,185.412559
118.0,118,185.502245
86.0,86,185.568894
111.0,111,185.654365
64.0,64,185.704207
137.0,137,185.81371
58.0,58,185.860446
83.0,83,185.925538
56.0,56,185.970644
110.0,110,186.05779
62.0,62,186.109525
70.0,70,186.329798
66.0,66,186.38237
130.0,130,186.483429
55.0,55,186.525927
81.0,81,186.588401
156.0,156,186.710151
96.0,96,186.786146
72.0,72,186.842671
81.0,81,186.905054
81.0,81,186.966311
86.0,86,187.032181
123.0,123,187.128161
61.0,61,187.176595
81.0,81,187.238302
54.0,54,187.280707
62.0,62,187.328708
54.0,54,187.372043
65.0,65,187.42229
84.0,84,187.488259
74.0,74,187.547115
61.0,61,187.595129
106.0,106,187.676316
61.0,61,187.724578
132.0,132,187.827509
74.0,74,188.033127
56.0,56,188.080498
95.0,95,188.155324
57.0,57,188.199287
63.0,63,188.24844
89.0,89,188.317373
158.0,158,188.441422
113.0,113,188.527563
73.0,73,188.584939
88.0,88,188.654738
121.0,121,188.745345
66.0,66,188.796618
103.0,103,188.876834
156.0,156,188.996313
93.0,93,189.067587
111.0,111,189.15398
57.0,57,189.198436
101.0,101,189.275823
87.0,87,189.343083
66.0,66,189.395483
73.0,73,189.452357
80.0,80,189.514843
63.0,63,189.564075
61.0,61,189.611478
62.0,62,189.811224
115.0,115,189.898595
54.0,54,189.942336
125.0,125,190.037113
66.0,66,190.087784
57.0,57,190.132601
125.0,125,190.227832
53.0,53,190.270421
83.0,83,190.334677
86.0,86,190.401947
128.0,128,190.500266
160.0,160,190.624424
166.0,166,190.752822
72.0,72,190.809931
66.0,66,190.861089
87.0,87,190.928934
55.0,55,190.972503
55.0,55,191.014447
76.0,76,191.073194
70.0,70,191.128013
89.0,89,191.19834
83.0,83,191.2626
59.0,59,191.308843
74.0,74,191.517934
111.0,111,191.605055
110.0,110,191.689664
92.0,92,191.760284
80.0,80,191.822866
55.0,55,191.866439
109.0,109,191.950308
90.0,90,192.020692
96.0,96,192.095106
61.0,61,192.14402
199.0,199,192.299139
70.0,70,192.352054
60.0,60,192.401068
99.0,99,192.477606
112.0,112,192.563449
70.0,70,192.619006
67.0,67,192.671984
68.0,68,192.725141
80.0,80,192.786555
84.0,84,192.853497
95.0,95,192.926503
135.0,135,193.029375
89.0,89,193.250536
108.0,108,193.338241
92.0,92,193.410805
96.0,96,193.487191
113.0,113,193.575393
84.0,84,193.640884
79.0,79,193.7006
75.0,75,193.759479
137.0,137,193.865392
77.0,77,193.925198
76.0,76,193.985051
65.0,65,194.035026
67.0,67,194.08767
61.0,61,194.136269
129.0,129,194.2373
114.0,114,194.328746
111.0,111,194.412377
66.0,66,194.464629
114.0,114,194.555598
178.0,178,194.693984
70.0,70,194.748423
200.0,200,195.055025
149.0,149,195.171596
82.0,82,195.236312
80.0,80,195.297929
183.0,183,195.438394
95.0,95,195.511778
81.0,81,195.574861
100.0,100,195.653023
121.0,121,195.746506
200.0,200,195.901044
89.0,89,195.96838
105.0,105,196.05011
109.0,109,196.133741
69.0,69,196.186931
83.0,83,196.251491
76.0,76,196.30898
83.0,83,196.37333
188.0,188,196.519449
200.0,200,196.834598
70.0,70,196.889103
72.0,72,196.945726
57.0,57,196.991321
67.0,67,197.04318
136.0,136,197.149781
154.0,154,197.27011
85.0,85,197.33771
61.0,61,197.384609
99.0,99,197.462818
104.0,104,197.543743
91.0,91,197.615419
174.0,174,197.750813
91.0,91,197.821284
125.0,125,197.915436
81.0,81,197.978854
64.0,64,198.028921
80.0,80,198.09206
200.0,200,198.243796
78.0,78,198.30772
78.0,78,198.522995
141.0,141,198.63353
78.0,78,198.693846
82.0,82,198.759047
59.0,59,198.804819
86.0,86,198.871544
147.0,147,198.985763
126.0,126,199.084191
113.0,113,199.169306
96.0,96,199.2393
60.0,60,199.287516
67.0,67,199.33898
72.0,72,199.394753
92.0,92,199.466848
101.0,101,199.544577
195.0,195,199.695193
72.0,72,199.751588
111.0,111,199.836295
58.0,58,199.88314
117.0,117,199.971124
82.0,82,200.035437
82.0,82,200.2504
61.0,61,200.297425
59.0,59,200.344496
152.0,152,200.463487
68.0,68,200.51694
70.0,70,200.572703
52.0,52,200.613285
68.0,68,200.664241
66.0,66,200.715718
99.0,99,200.791513
104.0,104,200.873354
159.0,159,200.994033
65.0,65,201.045739
101.0,101,201.125023
61.0,61,201.172244
69.0,69,201.226192
72.0,72,201.282508
92.0,92,201.354065
82.0,82,201.41903
124.0,124,201.515419
200.0,200,201.670174
59.0,59,201.715767
130.0,130,201.815616
74.0,74,202.026117
78.0,78,202.085951
82.0,82,202.150816
54.0,54,202.19403
77.0,77,202.254814
74.0,74,202.313014
110.0,110,202.395642
60.0,60,202.44195
45.0,45,202.478066
83.0,83,202.542781
164.0,164,202.667989
64.0,64,202.716861
76.0,76,202.776399
106.0,106,202.858351
54.0,54,202.901003
94.0,94,202.972596
92.0,92,203.043781
89.0,89,203.113671
184.0,184,203.250809
86.0,86,203.31782
82.0,82,203.382424
72.0,72,203.438683
79.0,79,203.501078
91.0,91,203.719894
86.0,86,203.789572
129.0,129,203.889249
71.0,71,203.944944
101.0,101,204.021206
68.0,68,204.074774
186.0,186,204.216061
134.0,134,204.319959
60.0,60,204.365591
65.0,65,204.415642
91.0,91,204.486141
166.0,166,204.614605
66.0,66,204.666307
59.0,59,204.711806
56.0,56,204.755607
67.0,67,204.806625
198.0,198,204.957061
48.0,48,204.994543
56.0,56,205.03853
106.0,106,205.123174
67.0,67,205.1752
62.0,62,205.224353
75.0,75,205.281747
75.0,75,205.498642
76.0,76,205.559376
55.0,55,205.601699
85.0,85,205.668281
58.0,58,205.713192
200.0,200,205.871262
83.0,83,205.936278
177.0,177,206.074573
91.0,91,206.146924
73.0,73,206.203737
77.0,77,206.264179
73.0,73,206.320443
99.0,99,206.397414
67.0,67,206.449267
100.0,100,206.525759
66.0,66,206.578089
66.0,66,206.630083
69.0,69,206.680711
88.0,88,206.749537
74.0,74,206.805616
65.0,65,206.856359
79.0,79,206.918568
69.0,69,206.971459
51.0,51,207.013052
101.0,101,207.245409
89.0,89,207.320484
79.0,79,207.384701
73.0,73,207.440505
137.0,137,207.547223
141.0,141,207.656743
97.0,97,207.73119
162.0,162,207.856368
100.0,100,207.933461
69.0,69,207.986882
86.0,86,208.054259
76.0,76,208.114468
139.0,139,208.220231
169.0,169,208.347641
67.0,67,208.399301
60.0,60,208.446272
56.0,56,208.489422
107.0,107,208.573578
55.0,55,208.617222
69.0,69,208.670461
90.0,90,208.738989
52.0,52,208.781009
95.0,95,209.008986
83.0,83,209.072966
73.0,73,209.129121
101.0,101,209.208097
56.0,56,209.251546
171.0,171,209.38197
62.0,62,209.430437
67.0,67,209.483838
77.0,77,209.544082
98.0,98,209.619514
78.0,78,209.679765
84.0,84,209.743709
80.0,80,209.80532
71.0,71,209.862333
170.0,170,209.994627
81.0,81,210.057427
89.0,89,210.12765
66.0,66,210.178408
144.0,144,210.289238
134.0,134,210.391602
62.0,62,210.440599
64.0,64,210.489513
55.0,55,210.53409
69.0,69,210.740998
69.0,69,210.795934
71.0,71,210.850891
62.0,62,210.8998
81.0,81,210.962332
73.0,73,211.018724
94.0,94,211.090881
66.0,66,211.143269
96.0,96,211.218703
95.0,95,211.292941
79.0,79,211.353541
90.0,90,211.42242
179.0,179,211.562519
172.0,172,211.691763
70.0,70,211.746249
63.0,63,211.796236
100.0,100,211.874523
66.0,66,211.924105
88.0,88,211.991345
56.0,56,212.035354
67.0,67,212.087433
74.0,74,212.146191
110.0,110,212.22986
124.0,124,212.479883
87.0,87,212.548171
73.0,73,212.606196
47.0,47,212.641408
63.0,63,212.690211
61.0,61,212.738561
53.0,53,212.779516
91.0,91,212.851267
106.0,106,212.932129
73.0,73,212.988337
123.0,123,213.08267
140.0,140,213.191552
89.0,89,213.260378
123.0,123,213.354554
55.0,55,213.398084
108.0,108,213.480944
60.0,60,213.526774
127.0,127,213.624301
58.0,58,213.668544
69.0,69,213.72257
98.0,98,213.798078
66.0,66,213.850103
82.0,82,213.913147
101.0,101,213.992566
169.0,169,214.275364
90.0,90,214.346347
85.0,85,214.41298
61.0,61,214.460468
78.0,78,214.520476
59.0,59,214.566227
200.0,200,214.71733
64.0,64,214.766476
71.0,71,214.822464
79.0,79,214.883222
56.0,56,214.927384
96.0,96,215.002322
71.0,71,215.058638
74.0,74,215.117707
81.0,81,215.18189
63.0,63,215.232093
91.0,91,215.301356
92.0,92,215.372124
103.0,103,215.451083
48.0,48,215.488243
71.0,71,215.544282
57.0,57,215.588269
113.0,113,215.677271
57.0,57,215.720675
97.0,97,215.947419
55.0,55,215.992822
68.0,68,216.047135
89.0,89,216.116583
177.0,177,216.255019
83.0,83,216.319724
60.0,60,216.366955
98.0,98,216.444587
103.0,103,216.524385
130.0,130,216.625463
86.0,86,216.69151
84.0,84,216.756368
67.0,67,216.809566
64.0,64,216.860899
111.0,111,216.945301
153.0,153,217.061432
117.0,117,217.150486
102.0,102,217.230551
66.0,66,217.28095
60.0,60,217.327213
74.0,74,217.385198
119.0,119,217.4757
143.0,143,217.738634
120.0,120,217.830864
64.0,64,217.882231
55.0,55,217.924229
175.0,175,218.058809
121.0,121,218.15335
70.0,70,218.20717
55.0,55,218.250706
66.0,66,218.300707
69.0,69,218.354174
103.0,103,218.433056
200.0,200,218.585229
128.0,128,218.684008
80.0,80,218.746446
139.0,139,218.853405
69.0,69,218.906399
95.0,95,218.979249
66.0,66,219.030872
65.0,65,219.082085
71.0,71,219.137641
132.0,132,219.239679
111.0,111,219.475658
55.0,55,219.517555
131.0,131,219.620389
72.0,72,219.675825
57.0,57,219.720734
61.0,61,219.768701
73.0,73,219.823947
135.0,135,219.928362
79.0,79,219.990031
146.0,146,220.103244
111.0,111,220.190955
145.0,145,220.3023
54.0,54,220.343819
59.0,59,220.389748
73.0,73,220.446796
150.0,150,220.561898
60.0,60,220.607422
200.0,200,220.759603
58.0,58,220.804766
83.0,83,220.869229
69.0,69,220.922817
99.0,99,221.15417
82.0,82,221.217716
164.0,164,221.342196
103.0,103,221.422031
72.0,72,221.47811
62.0,62,221.525687
47.0,47,221.563257
59.0,59,221.608636
136.0,136,221.713882
148.0,148,221.827989
105.0,105,221.909689
76.0,76,221.966454
188.0,188,222.111792
91.0,91,222.181799
67.0,67,222.233686
102.0,102,222.311288
75.0,75,222.369144
55.0,55,222.412281
91.0,91,222.482603
69.0,69,222.535225
55.0,55,222.577808
117.0,117,222.666352
56.0,56,222.710565
103.0,103,222.94282
149.0,149,223.056823
114.0,114,223.144223
78.0,78,223.204801
65.0,65,223.255714
170.0,170,223.383567
200.0,200,223.536173
47.0,47,223.573564
68.0,68,223.625727
71.0,71,223.681617
95.0,95,223.754975
128.0,128,223.854756
108.0,108,223.939122
99.0,99,224.01539
87.0,87,224.081676
57.0,57,224.126744
156.0,156,224.248606
63.0,63,224.295666
55.0,55,224.338941
65.0,65,224.388396
92.0,92,224.612369
76.0,76,224.672101
78.0,78,224.733003
50.0,50,224.771213
92.0,92,224.841957
200.0,200,224.995269
174.0,174,225.13209
71.0,71,225.185954
52.0,52,225.227381
62.0,62,225.275243
157.0,157,225.396179
200.0,200,225.549276
86.0,86,225.617644
138.0,138,225.722815
54.0,54,225.763428
200.0,200,225.918188
69.0,69,225.973284
200.0,200,226.125826
74.0,74,226.182869
58.0,58,226.382838
79.0,79,226.444468
68.0,68,226.496242
158.0,158,226.616416
134.0,134,226.718751
83.0,83,226.78364
55.0,55,226.827524
115.0,115,226.913828
131.0,131,227.015064
64.0,64,227.064297
200.0,200,227.217829
62.0,62,227.266357
79.0,79,227.327897
76.0,76,227.385147
152.0,152,227.502642
75.0,75,227.559411
59.0,59,227.603977
137.0,137,227.71118
144.0,144,227.822419
63.0,63,227.872706
88.0,88,228.095303
81.0,81,228.172224
93.0,93,228.248773
105.0,105,228.331105
149.0,149,228.445466
91.0,91,228.521989
59.0,59,228.567515
98.0,98,228.653782
107.0,107,228.737526
82.0,82,228.800658
65.0,65,228.850508
69.0,69,228.903387
147.0,147,229.013197
167.0,167,229.141305
98.0,98,229.217355
66.0,66,229.267686
89.0,89,229.335412
50.0,50,229.37472
193.0,193,229.526222
89.0,89,229.594947
63.0,63,229.643235
83.0,83,229.862101
117.0,117,229.950437
54.0,54,229.99398
118.0,118,230.085599
60.0,60,230.132577
66.0,66,230.183838
98.0,98,230.261364
147.0,147,230.372771
67.0,67,230.426399
64.0,64,230.474558
78.0,78,230.535887
72.0,72,230.591864
73.0,73,230.648363
188.0,188,230.790927
106.0,106,230.873592
177.0,177,231.011993
79.0,79,231.071869
55.0,55,231.115387
68.0,68,231.168238
82.0,82,231.230265
170.0,170,231.360965
77.0,77,231.421363
85.0,85,231.638974
51.0,51,231.677335
72.0,72,231.733893
152.0,152,231.850784
58.0,58,231.895644
68.0,68,231.949699
84.0,84,232.015143
127.0,127,232.115269
55.0,55,232.163113
121.0,121,232.256235
160.0,160,232.380486
103.0,103,232.460992
108.0,108,232.541329
65.0,65,232.588503
72.0,72,232.645295
87.0,87,232.712774
49.0,49,232.748632
74.0,74,232.801943
100.0,100,232.875446
133.0,133,232.978681
200.0,200,233.132175
88.0,88,233.355101
79.0,79,233.416892
63.0,63,233.465617
147.0,147,233.579178
200.0,200,233.731087
60.0,60,233.777144
117.0,117,233.868302
73.0,73,233.923343
151.0,151,234.039743
70.0,70,234.093467
110.0,110,234.180217
200.0,200,234.331265
163.0,163,234.456262
68.0,68,234.509805
52.0,52,234.549665
101.0,101,234.626784
172.0,172,234.759088
121.0,121,234.852002
180.0,180,235.145227
56.0,56,235.190085
80.0,80,235.250339
51.0,51,235.290672
71.0,71,235.34662
70.0,70,235.400944
53.0,53,235.440047
68.0,68,235.491355
64.0,64,235.542729
163.0,163,235.666169
102.0,102,235.747022
93.0,93,235.818101
71.0,71,235.874327
77.0,77,235.934372
103.0,103,236.012417
109.0,109,236.097277
200.0,200,236.248578
168.0,168,236.37684
118.0,118,236.466468
95.0,95,236.540788
61.0,61,236.586934
59.0,59,236.783187
105.0,105,236.863871
146.0,146,236.974323
63.0,63,237.023346
147.0,147,237.138422
200.0,200,237.294366
69.0,69,237.364204
58.0,58,237.4085
174.0,174,237.544269
57.0,57,237.587221
123.0,123,237.679131
200.0,200,237.831648
200.0,200,237.985396
176.0,176,238.120749
65.0,65,238.169755
200.0,200,238.322694
200.0,200,238.628247
79.0,79,238.690669
158.0,158,238.812452
77.0,77,238.87063
67.0,67,238.9214
77.0,77,238.981085
77.0,77,239.040363
89.0,89,239.11032
200.0,200,239.263439
115.0,115,239.352848
100.0,100,239.427759
80.0,80,239.489291
54.0,54,239.531235
101.0,101,239.609241
172.0,172,239.740062
105.0,105,239.820521
70.0,70,239.874057
126.0,126,239.971454
64.0,64,240.021677
102.0,102,240.25069
120.0,120,240.344834
140.0,140,240.451159
139.0,139,240.557911
67.0,67,240.608531
68.0,68,240.662489
200.0,200,240.817341
200.0,200,240.970866
200.0,200,241.123902
72.0,72,241.178244
133.0,133,241.279176
103.0,103,241.357436
200.0,200,241.511184
88.0,88,241.577582
52.0,52,241.618735
70.0,70,241.672309
152.0,152,241.787828
117.0,117,242.031448
133.0,133,242.132444
70.0,70,242.18775
123.0,123,242.282514
73.0,73,242.339138
72.0,72,242.393393
196.0,196,242.543241
68.0,68,242.597482
75.0,75,242.655751
133.0,133,242.758433
65.0,65,242.809623
73.0,73,242.867012
200.0,200,243.019742
165.0,165,243.147084
119.0,119,243.239083
53.0,53,243.281754
173.0,173,243.409819
94.0,94,243.482734
194.0,194,243.784938
138.0,138,243.890093
175.0,175,244.028086
118.0,118,244.121485
84.0,84,244.186358
164.0,164,244.310137
200.0,200,244.466039
200.0,200,244.619335
115.0,115,244.708918
119.0,119,244.803018
98.0,98,244.876914
73.0,73,244.933458
140.0,140,245.041741
117.0,117,245.133712
115.0,115,245.222432
200.0,200,245.536404
190.0,190,245.681564
200.0,200,245.836284
180.0,180,245.973861
170.0,170,246.104242
199.0,199,246.256826
97.0,97,246.330704
69.0,69,246.384194
102.0,102,246.462716
142.0,142,246.572213
67.0,67,246.62453
176.0,176,246.757524
200.0,200,246.908045
200.0,200,247.213885
129.0,129,247.312179
192.0,192,247.460145
54.0,54,247.501844
189.0,189,247.644827
200.0,200,247.797799
200.0,200,247.952321
74.0,74,248.009029
141.0,141,248.117788
102.0,102,248.196192
200.0,200,248.349628
58.0,58,248.394696
118.0,118,248.485286
99.0,99,248.561365
109.0,109,248.644626
200.0,200,248.948645
200.0,200,249.102525
71.0,71,249.157475
200.0,200,249.309069
200.0,200,249.463081
93.0,93,249.532572
52.0,52,249.574611
200.0,200,249.727491
177.0,177,249.863598
104.0,104,249.943421
176.0,176,250.0786
61.0,61,250.125541
84.0,84,250.190413
200.0,200,250.340798
115.0,115,250.428625
105.0,105,250.661208
180.0,180,250.797511
148.0,148,250.909797
200.0,200,251.061451
136.0,136,251.163254
107.0,107,251.247009
200.0,200,251.397014
200.0,200,251.549269
76.0,76,251.60668
91.0,91,251.676101
52.0,52,251.715772
81.0,81,251.778453
180.0,180,251.912911
71.0,71,251.965892
102.0,102,252.045095
120.0,120,252.135716
145.0,145,252.400474
