# {"t_start": 1551044220.717452, "env_id": "MyBulletCartPole-v0"} 
r,l,t
129.0,129,242.689878
73.0,73,242.745112
120.0,120,242.839009
148.0,148,242.952884
141.0,141,243.06184
63.0,63,243.110467
125.0,125,243.206634
74.0,74,243.264324
53.0,53,243.305582
200.0,200,243.454866
70.0,70,243.509786
63.0,63,243.710413
88.0,88,243.778064
200.0,200,243.932802
166.0,166,244.063573
88.0,88,244.133401
171.0,171,244.263228
110.0,110,244.348666
68.0,68,244.401231
140.0,140,244.508819
180.0,180,244.647071
93.0,93,244.720563
200.0,200,244.873853
87.0,87,244.942729
62.0,62,244.991232
140.0,140,245.098927
78.0,78,245.160397
119.0,119,245.253246
92.0,92,245.481453
62.0,62,245.529659
78.0,78,245.588938
98.0,98,245.664248
113.0,113,245.751581
91.0,91,245.821138
73.0,73,245.877875
200.0,200,246.030979
72.0,72,246.086383
163.0,163,246.211187
200.0,200,246.363846
79.0,79,246.425299
118.0,118,246.515542
64.0,64,246.565457
50.0,50,246.605015
188.0,188,246.746846
200.0,200,246.897847
71.0,71,246.952941
63.0,63,247.001184
153.0,153,247.270161
160.0,160,247.393855
147.0,147,247.507294
47.0,47,247.542865
137.0,137,247.645653
150.0,150,247.76022
55.0,55,247.803251
86.0,86,247.869098
79.0,79,247.929093
117.0,117,248.021113
123.0,123,248.114059
166.0,166,248.242666
54.0,54,248.284702
139.0,139,248.39013
200.0,200,248.544367
200.0,200,248.698176
200.0,200,249.003195
56.0,56,249.045612
168.0,168,249.174577
148.0,148,249.286177
119.0,119,249.378209
96.0,96,249.451072
113.0,113,249.537224
200.0,200,249.691595
66.0,66,249.743472
200.0,200,249.895653
200.0,200,250.048323
200.0,200,250.20411
107.0,107,250.282183
136.0,136,250.386057
200.0,200,250.693253
68.0,68,250.743418
200.0,200,250.894014
181.0,181,251.031474
200.0,200,251.183883
162.0,162,251.306507
134.0,134,251.407993
68.0,68,251.46051
73.0,73,251.514948
134.0,134,251.617137
61.0,61,251.663252
150.0,150,251.77769
69.0,69,251.831265
200.0,200,251.979983
85.0,85,252.045918
200.0,200,252.349685
58.0,58,252.395106
193.0,193,252.54352
158.0,158,252.664288
146.0,146,252.775288
160.0,160,252.897686
60.0,60,252.942968
80.0,80,253.005061
109.0,109,253.088228
200.0,200,253.240231
178.0,178,253.375426
148.0,148,253.489277
126.0,126,253.583303
200.0,200,253.733553
193.0,193,254.033023
200.0,200,254.189665
200.0,200,254.342158
107.0,107,254.423926
200.0,200,254.577723
92.0,92,254.64805
62.0,62,254.695676
125.0,125,254.790321
173.0,173,254.923045
200.0,200,255.074702
149.0,149,255.190927
145.0,145,255.301039
200.0,200,255.454048
66.0,66,255.503329
200.0,200,255.811008
162.0,162,255.934455
200.0,200,256.086102
200.0,200,256.238129
61.0,61,256.285862
97.0,97,256.359263
200.0,200,256.51269
89.0,89,256.581654
200.0,200,256.73283
200.0,200,256.883102
163.0,163,257.006272
156.0,156,257.124073
66.0,66,257.174086
129.0,129,257.273195
200.0,200,257.577803
186.0,186,257.720599
79.0,79,257.778893
57.0,57,257.822231
200.0,200,257.974191
200.0,200,258.126039
66.0,66,258.176921
56.0,56,258.22099
125.0,125,258.315112
185.0,185,258.454783
98.0,98,258.532318
86.0,86,258.597442
126.0,126,258.692282
200.0,200,258.845254
155.0,155,258.961834
200.0,200,259.265349
142.0,142,259.372611
173.0,173,259.504357
200.0,200,259.655646
188.0,188,259.799014
200.0,200,259.950855
200.0,200,260.101942
200.0,200,260.255188
68.0,68,260.308174
200.0,200,260.459345
200.0,200,260.612758
109.0,109,260.695765
200.0,200,261.000566
200.0,200,261.151932
109.0,109,261.233492
112.0,112,261.319646
175.0,175,261.452567
200.0,200,261.60417
152.0,152,261.717911
175.0,175,261.849465
200.0,200,262.001807
134.0,134,262.104113
200.0,200,262.257343
80.0,80,262.318781
101.0,101,262.397744
200.0,200,262.7005
55.0,55,262.743389
84.0,84,262.807045
147.0,147,262.919633
200.0,200,263.071866
200.0,200,263.224189
67.0,67,263.274951
200.0,200,263.429311
170.0,170,263.558158
197.0,197,263.707884
200.0,200,263.858577
200.0,200,264.009669
56.0,56,264.053136
167.0,167,264.327966
200.0,200,264.482083
98.0,98,264.566896
200.0,200,264.735427
200.0,200,264.898575
100.0,100,264.980653
200.0,200,265.145015
200.0,200,265.308119
200.0,200,265.484025
57.0,57,265.528612
200.0,200,265.688803
188.0,188,265.840679
153.0,153,266.123118
200.0,200,266.278444
158.0,158,266.400651
93.0,93,266.470788
200.0,200,266.620351
107.0,107,266.702894
200.0,200,266.85594
197.0,197,267.006009
200.0,200,267.157204
200.0,200,267.310882
198.0,198,267.464739
200.0,200,267.616061
200.0,200,267.928501
88.0,88,267.995859
200.0,200,268.146874
140.0,140,268.254889
200.0,200,268.411365
200.0,200,268.563706
84.0,84,268.629019
200.0,200,268.783818
200.0,200,268.938745
131.0,131,269.037497
200.0,200,269.189205
174.0,174,269.322323
200.0,200,269.6359
200.0,200,269.788813
80.0,80,269.850004
200.0,200,270.00123
200.0,200,270.153484
200.0,200,270.305365
200.0,200,270.458777
200.0,200,270.609385
64.0,64,270.659056
200.0,200,270.810415
200.0,200,270.961639
200.0,200,271.111387
140.0,140,271.376448
200.0,200,271.528289
176.0,176,271.66171
143.0,143,271.770838
200.0,200,271.921552
200.0,200,272.074984
200.0,200,272.226816
159.0,159,272.347405
152.0,152,272.464811
200.0,200,272.616117
200.0,200,272.767311
68.0,68,272.820662
200.0,200,273.128789
187.0,187,273.269852
142.0,142,273.378298
200.0,200,273.529329
200.0,200,273.680179
172.0,172,273.811582
170.0,170,273.941485
70.0,70,273.997504
200.0,200,274.158627
188.0,188,274.302501
200.0,200,274.472552
200.0,200,274.794649
200.0,200,274.951581
58.0,58,274.997396
200.0,200,275.172064
200.0,200,275.354059
200.0,200,275.529811
156.0,156,275.653723
200.0,200,275.805905
200.0,200,275.958208
200.0,200,276.110896
140.0,140,276.218314
157.0,157,276.339112
200.0,200,276.6476
148.0,148,276.759988
200.0,200,276.911957
200.0,200,277.062822
57.0,57,277.106957
200.0,200,277.259374
157.0,157,277.379154
200.0,200,277.529913
200.0,200,277.68098
200.0,200,277.831195
200.0,200,277.983611
151.0,151,278.096445
200.0,200,278.402058
142.0,142,278.510966
200.0,200,278.66264
200.0,200,278.8146
200.0,200,278.968919
200.0,200,279.121531
200.0,200,279.273945
200.0,200,279.424646
200.0,200,279.576733
200.0,200,279.729072
200.0,200,280.038684
200.0,200,280.188668
87.0,87,280.256462
182.0,182,280.392741
159.0,159,280.514199
200.0,200,280.666294
200.0,200,280.816815
58.0,58,280.861808
200.0,200,281.014369
77.0,77,281.073562
192.0,192,281.22163
200.0,200,281.384197
200.0,200,281.55488
200.0,200,281.877715
83.0,83,281.941182
200.0,200,282.092641
200.0,200,282.245263
200.0,200,282.407084
200.0,200,282.577558
200.0,200,282.742848
181.0,181,282.878991
200.0,200,283.031331
200.0,200,283.183512
200.0,200,283.334529
200.0,200,283.644963
200.0,200,283.798004
98.0,98,283.873627
160.0,160,283.995018
200.0,200,284.151666
200.0,200,284.307872
200.0,200,284.459432
200.0,200,284.612174
200.0,200,284.764593
200.0,200,284.921414
139.0,139,285.029647
200.0,200,285.339144
200.0,200,285.487713
200.0,200,285.638665
200.0,200,285.794501
200.0,200,285.952445
200.0,200,286.110975
200.0,200,286.269487
200.0,200,286.429248
200.0,200,286.585989
200.0,200,286.742442
48.0,48,286.779542
159.0,159,287.063417
188.0,188,287.206168
200.0,200,287.3652
200.0,200,287.522995
200.0,200,287.681635
200.0,200,287.838562
200.0,200,287.991822
200.0,200,288.144536
134.0,134,288.247768
200.0,200,288.404213
200.0,200,288.583622
200.0,200,288.922005
200.0,200,289.0806
155.0,155,289.200635
200.0,200,289.353087
200.0,200,289.506847
200.0,200,289.660793
200.0,200,289.812641
173.0,173,289.944555
200.0,200,290.097263
200.0,200,290.249934
200.0,200,290.558964
200.0,200,290.714073
200.0,200,290.866159
182.0,182,291.004396
195.0,195,291.152867
200.0,200,291.304065
200.0,200,291.455018
200.0,200,291.605605
173.0,173,291.737069
200.0,200,291.889165
200.0,200,292.040467
166.0,166,292.326619
178.0,178,292.46211
200.0,200,292.613249
200.0,200,292.762547
200.0,200,292.914375
200.0,200,293.066751
200.0,200,293.218561
200.0,200,293.370764
129.0,129,293.467821
186.0,186,293.61009
200.0,200,293.762098
200.0,200,294.067589
200.0,200,294.219359
178.0,178,294.355336
200.0,200,294.507091
200.0,200,294.658518
200.0,200,294.807879
200.0,200,294.960099
200.0,200,295.111474
160.0,160,295.232775
142.0,142,295.341847
200.0,200,295.494544
200.0,200,295.804152
200.0,200,295.955352
200.0,200,296.106456
200.0,200,296.257886
200.0,200,296.409713
200.0,200,296.561912
200.0,200,296.714882
200.0,200,296.867648
97.0,97,296.94313
200.0,200,297.096334
200.0,200,297.408006
200.0,200,297.560261
200.0,200,297.709315
200.0,200,297.860931
200.0,200,298.013117
200.0,200,298.164374
200.0,200,298.318192
132.0,132,298.41924
200.0,200,298.572484
200.0,200,298.723888
133.0,133,298.825538
200.0,200,299.132311
200.0,200,299.283865
200.0,200,299.437886
151.0,151,299.554455
131.0,131,299.654083
200.0,200,299.805119
200.0,200,299.956101
200.0,200,300.109784
200.0,200,300.262549
200.0,200,300.41736
200.0,200,300.568292
200.0,200,300.898582
200.0,200,301.056073
200.0,200,301.213098
200.0,200,301.371417
200.0,200,301.522603
200.0,200,301.674863
200.0,200,301.8263
200.0,200,301.978736
200.0,200,302.130364
200.0,200,302.282942
200.0,200,302.59544
200.0,200,302.74399
200.0,200,302.895319
200.0,200,303.04902
200.0,200,303.204133
200.0,200,303.360933
200.0,200,303.514857
200.0,200,303.666817
146.0,146,303.780329
200.0,200,303.934017
200.0,200,304.087089
200.0,200,304.397273
200.0,200,304.54951
200.0,200,304.702628
200.0,200,304.851611
200.0,200,305.005362
200.0,200,305.151187
200.0,200,305.306195
200.0,200,305.459915
200.0,200,305.613811
200.0,200,305.763661
200.0,200,306.068744
142.0,142,306.176168
137.0,137,306.280224
200.0,200,306.432739
200.0,200,306.586292
200.0,200,306.737001
139.0,139,306.844282
200.0,200,306.992635
200.0,200,307.145421
200.0,200,307.297937
200.0,200,307.457584
200.0,200,307.760189
200.0,200,307.914891
122.0,122,308.008762
200.0,200,308.160634
200.0,200,308.313194
200.0,200,308.464184
200.0,200,308.616772
200.0,200,308.769092
200.0,200,308.921714
200.0,200,309.073029
199.0,199,309.225019
200.0,200,309.545481
192.0,192,309.692126
200.0,200,309.842946
200.0,200,309.994553
59.0,59,310.039639
200.0,200,310.192377
200.0,200,310.348995
200.0,200,310.502908
50.0,50,310.541809
200.0,200,310.693965
200.0,200,310.849128
200.0,200,311.00471
200.0,200,311.31013
200.0,200,311.462652
200.0,200,311.61267
126.0,126,311.710718
200.0,200,311.86222
200.0,200,312.018068
200.0,200,312.169027
200.0,200,312.321167
200.0,200,312.473204
200.0,200,312.624791
171.0,171,312.913192
200.0,200,313.070557
200.0,200,313.224324
176.0,176,313.365436
200.0,200,313.526763
200.0,200,313.686545
152.0,152,313.808434
200.0,200,313.960869
200.0,200,314.112584
200.0,200,314.263077
200.0,200,314.415264
200.0,200,314.719179
125.0,125,314.815003
200.0,200,314.966971
200.0,200,315.118337
200.0,200,315.271479
200.0,200,315.423311
200.0,200,315.574312
200.0,200,315.724806
200.0,200,315.875101
200.0,200,316.026441
200.0,200,316.177592
200.0,200,316.482187
185.0,185,316.622849
200.0,200,316.775217
158.0,158,316.895076
200.0,200,317.048705
200.0,200,317.201307
200.0,200,317.352563
200.0,200,317.505708
200.0,200,317.658631
200.0,200,317.809856
200.0,200,318.115256
134.0,134,318.216682
200.0,200,318.369359
200.0,200,318.520499
200.0,200,318.672514
200.0,200,318.823466
200.0,200,318.974976
200.0,200,319.127199
200.0,200,319.279026
102.0,102,319.356823
200.0,200,319.513208
200.0,200,319.822454
200.0,200,319.982604
168.0,168,320.116574
200.0,200,320.276717
200.0,200,320.435391
200.0,200,320.593654
200.0,200,320.756697
200.0,200,320.916206
200.0,200,321.094991
200.0,200,321.26373
200.0,200,321.569226
200.0,200,321.726639
200.0,200,321.881675
200.0,200,322.033441
200.0,200,322.187521
200.0,200,322.338906
200.0,200,322.493854
200.0,200,322.643184
128.0,128,322.749105
200.0,200,322.913204
200.0,200,323.073892
200.0,200,323.394865
200.0,200,323.545371
200.0,200,323.706262
200.0,200,323.867919
200.0,200,324.026767
200.0,200,324.183987
200.0,200,324.341716
172.0,172,324.479872
200.0,200,324.640144
141.0,141,324.751804
200.0,200,324.904701
188.0,188,325.202529
200.0,200,325.355387
200.0,200,325.521187
200.0,200,325.671678
200.0,200,325.822955
200.0,200,325.973134
200.0,200,326.124012
200.0,200,326.283572
200.0,200,326.437223
200.0,200,326.608533
200.0,200,326.914191
200.0,200,327.066289
200.0,200,327.219189
200.0,200,327.375779
200.0,200,327.531757
183.0,183,327.673068
200.0,200,327.828392
168.0,168,327.957768
200.0,200,328.113958
200.0,200,328.269037
152.0,152,328.382578
200.0,200,328.695904
200.0,200,328.846479
200.0,200,329.003195
200.0,200,329.155609
200.0,200,329.307684
112.0,112,329.393938
200.0,200,329.54908
200.0,200,329.705705
200.0,200,329.861098
200.0,200,330.015085
200.0,200,330.322216
200.0,200,330.481094
200.0,200,330.637359
200.0,200,330.788502
200.0,200,330.941546
188.0,188,331.089808
200.0,200,331.240569
200.0,200,331.389586
200.0,200,331.541431
200.0,200,331.694887
200.0,200,331.849947
200.0,200,332.154921
200.0,200,332.30752
200.0,200,332.457626
200.0,200,332.609949
200.0,200,332.761459
200.0,200,332.913044
200.0,200,333.063315
200.0,200,333.215855
200.0,200,333.368118
200.0,200,333.520086
200.0,200,333.824385
200.0,200,333.976481
200.0,200,334.128994
200.0,200,334.28144
200.0,200,334.433436
132.0,132,334.532798
200.0,200,334.683883
200.0,200,334.837002
200.0,200,334.988716
184.0,184,335.131598
200.0,200,335.284719
200.0,200,335.59019
200.0,200,335.743293
200.0,200,335.897737
200.0,200,336.048869
200.0,200,336.200215
200.0,200,336.350213
200.0,200,336.501738
200.0,200,336.654968
200.0,200,336.808873
200.0,200,336.95991
200.0,200,337.262393
200.0,200,337.414179
200.0,200,337.563737
200.0,200,337.715877
200.0,200,337.867583
200.0,200,338.020277
180.0,180,338.153792
200.0,200,338.304768
200.0,200,338.45546
200.0,200,338.607277
200.0,200,338.911904
200.0,200,339.064944
200.0,200,339.216252
200.0,200,339.368821
200.0,200,339.520979
200.0,200,339.672447
200.0,200,339.823697
200.0,200,339.974766
200.0,200,340.128884
200.0,200,340.282324
200.0,200,340.584809
200.0,200,340.736387
200.0,200,340.889493
200.0,200,341.041038
200.0,200,341.193671
200.0,200,341.345489
200.0,200,341.496097
200.0,200,341.647492
200.0,200,341.79651
200.0,200,341.94868
200.0,200,342.099663
200.0,200,342.403086
200.0,200,342.55432
200.0,200,342.707092
200.0,200,342.859942
200.0,200,343.010036
200.0,200,343.16247
200.0,200,343.314877
200.0,200,343.46735
200.0,200,343.619099
200.0,200,343.772067
200.0,200,344.075931
200.0,200,344.228778
200.0,200,344.382028
200.0,200,344.534804
200.0,200,344.687565
117.0,117,344.776665
200.0,200,344.927917
200.0,200,345.079941
200.0,200,345.232969
200.0,200,345.385643
200.0,200,345.539041
200.0,200,345.843355
200.0,200,345.995912
200.0,200,346.148673
200.0,200,346.297839
178.0,178,346.433623
200.0,200,346.58642
200.0,200,346.737186
200.0,200,346.890027
200.0,200,347.042758
200.0,200,347.194059
200.0,200,347.495842
200.0,200,347.656154
200.0,200,347.807922
200.0,200,347.970307
200.0,200,348.128903
200.0,200,348.288324
200.0,200,348.446498
200.0,200,348.606029
200.0,200,348.764076
200.0,200,348.924686
200.0,200,349.23884
200.0,200,349.391766
200.0,200,349.543959
200.0,200,349.695839
200.0,200,349.848061
200.0,200,350.000359
42.0,42,350.032447
200.0,200,350.183551
200.0,200,350.335316
200.0,200,350.487741
200.0,200,350.638605
200.0,200,350.941286
200.0,200,351.091799
200.0,200,351.242527
200.0,200,351.394891
200.0,200,351.545639
200.0,200,351.698624
200.0,200,351.84953
200.0,200,352.001032
200.0,200,352.154385
200.0,200,352.30663
200.0,200,352.615046
200.0,200,352.765084
200.0,200,352.915303
200.0,200,353.06613
200.0,200,353.21757
200.0,200,353.367163
200.0,200,353.518474
98.0,98,353.592813
200.0,200,353.746214
200.0,200,353.895934
200.0,200,354.047669
200.0,200,354.350376
200.0,200,354.501794
200.0,200,354.653948
200.0,200,354.803701
200.0,200,354.953924
200.0,200,355.105943
200.0,200,355.258069
200.0,200,355.409886
200.0,200,355.561201
200.0,200,355.710633
200.0,200,356.017223
200.0,200,356.17405
200.0,200,356.324768
187.0,187,356.46343
193.0,193,356.609301
200.0,200,356.760943
200.0,200,356.911787
200.0,200,357.063462
200.0,200,357.215173
200.0,200,357.388916
200.0,200,357.539941
200.0,200,357.852242
200.0,200,358.003769
200.0,200,358.154815
200.0,200,358.309513
200.0,200,358.459821
200.0,200,358.611489
200.0,200,358.762413
200.0,200,358.917187
200.0,200,359.071532
200.0,200,359.220784
200.0,200,359.537871
200.0,200,359.687684
200.0,200,359.837907
200.0,200,359.98755
200.0,200,360.14056
200.0,200,360.29189
200.0,200,360.442893
200.0,200,360.598613
200.0,200,360.749043
200.0,200,360.902099
200.0,200,361.208263
200.0,200,361.359485
200.0,200,361.509782
200.0,200,361.658925
200.0,200,361.807637
200.0,200,361.955811
200.0,200,362.108221
200.0,200,362.259389
200.0,200,362.410665
200.0,200,362.561693
200.0,200,362.710748
200.0,200,363.016305
200.0,200,363.171327
200.0,200,363.323433
200.0,200,363.474357
200.0,200,363.625309
200.0,200,363.77763
200.0,200,363.930568
200.0,200,364.082236
200.0,200,364.233176
200.0,200,364.387871
200.0,200,364.692534
200.0,200,364.842426
200.0,200,364.992421
200.0,200,365.144771
200.0,200,365.294286
200.0,200,365.446318
200.0,200,365.597216
200.0,200,365.749353
200.0,200,365.901111
200.0,200,366.05192
200.0,200,366.35615
200.0,200,366.506758
200.0,200,366.658623
200.0,200,366.809604
200.0,200,366.959534
200.0,200,367.113104
200.0,200,367.264621
200.0,200,367.416299
200.0,200,367.565153
200.0,200,367.716507
200.0,200,368.024061
200.0,200,368.177127
200.0,200,368.328531
200.0,200,368.481262
200.0,200,368.633294
200.0,200,368.784628
200.0,200,368.935792
200.0,200,369.08675
200.0,200,369.237437
200.0,200,369.388229
200.0,200,369.689938
200.0,200,369.846391
200.0,200,369.997494
200.0,200,370.148391
200.0,200,370.299273
200.0,200,370.454112
200.0,200,370.606656
200.0,200,370.759169
200.0,200,370.914609
200.0,200,371.06419
200.0,200,371.216313
200.0,200,371.52611
200.0,200,371.679069
200.0,200,371.83197
200.0,200,371.984742
200.0,200,372.143927
200.0,200,372.295444
158.0,158,372.413697
200.0,200,372.563346
200.0,200,372.715441
200.0,200,372.868888
200.0,200,373.179619
200.0,200,373.329068
200.0,200,373.480166
200.0,200,373.631226
200.0,200,373.781753
200.0,200,373.933188
200.0,200,374.08328
200.0,200,374.231652
200.0,200,374.381456
