# {"t_start": 1551044220.717452, "env_id": "MyBulletCartPole-v0"} 
r,l,t
200.0,200,747.557526
200.0,200,747.709003
200.0,200,747.860369
200.0,200,748.012543
200.0,200,748.163393
200.0,200,748.314404
200.0,200,748.615929
200.0,200,748.769617
200.0,200,748.922364
200.0,200,749.077931
200.0,200,749.231681
200.0,200,749.38269
200.0,200,749.53335
200.0,200,749.684805
200.0,200,749.836765
200.0,200,749.999208
200.0,200,750.296457
200.0,200,750.447022
200.0,200,750.599288
200.0,200,750.74862
200.0,200,750.899541
200.0,200,751.051933
200.0,200,751.203785
200.0,200,751.355211
200.0,200,751.506297
200.0,200,751.65728
200.0,200,751.958304
200.0,200,752.10995
200.0,200,752.261139
200.0,200,752.415898
200.0,200,752.564448
200.0,200,752.716134
200.0,200,752.866935
200.0,200,753.017235
200.0,200,753.16954
200.0,200,753.321467
200.0,200,753.471313
200.0,200,753.774019
200.0,200,753.925337
200.0,200,754.076922
200.0,200,754.22889
200.0,200,754.379892
200.0,200,754.530525
200.0,200,754.681988
200.0,200,754.833556
200.0,200,754.985851
200.0,200,755.136156
200.0,200,755.439802
200.0,200,755.598127
200.0,200,755.75023
200.0,200,755.90164
200.0,200,756.05167
200.0,200,756.202374
200.0,200,756.353076
200.0,200,756.504138
200.0,200,756.656417
200.0,200,756.807395
200.0,200,757.107493
200.0,200,757.25872
200.0,200,757.409447
200.0,200,757.561901
200.0,200,757.713325
200.0,200,757.865642
200.0,200,758.017491
200.0,200,758.168054
200.0,200,758.320318
200.0,200,758.472086
200.0,200,758.770897
200.0,200,758.922155
200.0,200,759.075662
200.0,200,759.234233
200.0,200,759.398868
200.0,200,759.551226
200.0,200,759.704118
200.0,200,759.857917
200.0,200,760.065272
200.0,200,760.243268
200.0,200,760.435939
200.0,200,760.781222
200.0,200,760.934554
200.0,200,761.085402
200.0,200,761.236911
200.0,200,761.388079
200.0,200,761.539093
200.0,200,761.69508
200.0,200,761.847213
200.0,200,761.99848
200.0,200,762.149243
200.0,200,762.449486
200.0,200,762.601103
200.0,200,762.753667
200.0,200,762.903423
200.0,200,763.05501
200.0,200,763.207124
200.0,200,763.359487
200.0,200,763.511052
200.0,200,763.662912
200.0,200,763.812618
200.0,200,764.115503
200.0,200,764.26688
200.0,200,764.418222
200.0,200,764.568231
200.0,200,764.720348
200.0,200,764.872902
200.0,200,765.022954
200.0,200,765.174754
200.0,200,765.326719
200.0,200,765.477119
200.0,200,765.779232
200.0,200,765.930108
200.0,200,766.080605
200.0,200,766.232391
200.0,200,766.382329
200.0,200,766.532495
200.0,200,766.683066
200.0,200,766.833861
200.0,200,766.985824
200.0,200,767.137199
200.0,200,767.288425
200.0,200,767.594732
200.0,200,767.745808
200.0,200,767.898484
200.0,200,768.047576
200.0,200,768.198987
200.0,200,768.350073
200.0,200,768.502415
200.0,200,768.654223
200.0,200,768.804551
200.0,200,768.956288
200.0,200,769.259977
200.0,200,769.410183
200.0,200,769.560307
200.0,200,769.709808
200.0,200,769.862053
200.0,200,770.01398
200.0,200,770.165246
200.0,200,770.317383
200.0,200,770.470063
200.0,200,770.620747
200.0,200,770.922717
200.0,200,771.075059
200.0,200,771.226338
200.0,200,771.376949
200.0,200,771.526302
200.0,200,771.677287
200.0,200,771.829379
200.0,200,771.981178
200.0,200,772.133278
200.0,200,772.283502
200.0,200,772.586517
200.0,200,772.736766
200.0,200,772.887953
200.0,200,773.039302
200.0,200,773.190438
200.0,200,773.342122
200.0,200,773.493578
200.0,200,773.64578
200.0,200,773.797695
200.0,200,773.949621
200.0,200,774.250864
200.0,200,774.403348
200.0,200,774.554321
200.0,200,774.705806
200.0,200,774.858314
200.0,200,775.010681
200.0,200,775.163717
200.0,200,775.31359
200.0,200,775.46555
200.0,200,775.61698
200.0,200,775.766981
200.0,200,776.06809
200.0,200,776.218912
200.0,200,776.371451
200.0,200,776.523859
200.0,200,776.674149
200.0,200,776.825912
200.0,200,776.977902
200.0,200,777.129665
200.0,200,777.303711
200.0,200,777.457164
200.0,200,777.758831
200.0,200,777.910221
200.0,200,778.060511
200.0,200,778.212855
200.0,200,778.363648
200.0,200,778.514631
200.0,200,778.667219
200.0,200,778.819607
200.0,200,778.970554
200.0,200,779.122734
200.0,200,779.429717
200.0,200,779.582724
200.0,200,779.735188
200.0,200,779.892404
200.0,200,780.043318
200.0,200,780.195266
200.0,200,780.347594
200.0,200,780.49857
200.0,200,780.648806
200.0,200,780.800082
200.0,200,781.106717
200.0,200,781.260362
200.0,200,781.413206
200.0,200,781.565733
200.0,200,781.717913
200.0,200,781.869207
200.0,200,782.020879
200.0,200,782.172223
200.0,200,782.324322
200.0,200,782.475376
200.0,200,782.626819
200.0,200,782.945397
200.0,200,783.105469
200.0,200,783.271674
200.0,200,783.422998
200.0,200,783.586499
200.0,200,783.738463
200.0,200,783.889957
200.0,200,784.040454
200.0,200,784.191247
200.0,200,784.342388
200.0,200,784.647102
200.0,200,784.79843
200.0,200,784.948276
200.0,200,785.098209
200.0,200,785.249019
200.0,200,785.399111
200.0,200,785.549029
200.0,200,785.700128
200.0,200,785.852168
200.0,200,786.003979
200.0,200,786.308322
200.0,200,786.461622
200.0,200,786.616661
200.0,200,786.775479
200.0,200,786.934504
200.0,200,787.086885
200.0,200,787.238463
200.0,200,787.39014
200.0,200,787.542035
200.0,200,787.69419
200.0,200,787.996439
200.0,200,788.148083
200.0,200,788.298298
200.0,200,788.44791
200.0,200,788.59811
200.0,200,788.749322
200.0,200,788.899551
200.0,200,789.048978
200.0,200,789.201393
200.0,200,789.353616
200.0,200,789.504868
200.0,200,789.808926
200.0,200,789.961435
200.0,200,790.114555
200.0,200,790.26631
200.0,200,790.41865
200.0,200,790.569757
200.0,200,790.7211
200.0,200,790.874102
200.0,200,791.024883
200.0,200,791.176496
200.0,200,791.48244
200.0,200,791.634149
200.0,200,791.784841
200.0,200,791.936746
200.0,200,792.088832
200.0,200,792.239362
200.0,200,792.390466
200.0,200,792.541299
200.0,200,792.6939
200.0,200,792.844121
200.0,200,793.146089
200.0,200,793.298333
200.0,200,793.450295
200.0,200,793.602058
200.0,200,793.752059
200.0,200,793.903639
200.0,200,794.053792
200.0,200,794.206016
200.0,200,794.357693
200.0,200,794.506153
200.0,200,794.80906
200.0,200,794.960927
200.0,200,795.112059
200.0,200,795.262553
200.0,200,795.413184
200.0,200,795.564774
200.0,200,795.714903
200.0,200,795.863893
200.0,200,796.015222
200.0,200,796.16465
200.0,200,796.315348
200.0,200,796.618534
200.0,200,796.76924
200.0,200,796.919846
200.0,200,797.070502
200.0,200,797.221949
200.0,200,797.373983
200.0,200,797.524052
200.0,200,797.674294
200.0,200,797.823574
200.0,200,797.974101
200.0,200,798.275475
200.0,200,798.42723
200.0,200,798.58082
200.0,200,798.731887
200.0,200,798.882785
200.0,200,799.033367
200.0,200,799.183993
200.0,200,799.33453
200.0,200,799.485053
200.0,200,799.636777
200.0,200,799.937412
200.0,200,800.089196
200.0,200,800.239297
200.0,200,800.391994
200.0,200,800.54284
200.0,200,800.695276
200.0,200,800.846252
200.0,200,800.996452
200.0,200,801.148616
200.0,200,801.299983
200.0,200,801.605058
200.0,200,801.757162
200.0,200,801.907296
200.0,200,802.058762
200.0,200,802.209214
200.0,200,802.361655
200.0,200,802.513524
200.0,200,802.665564
200.0,200,802.817703
200.0,200,802.969358
200.0,200,803.120719
200.0,200,803.42527
200.0,200,803.577097
200.0,200,803.728312
200.0,200,803.880148
200.0,200,804.031695
200.0,200,804.183954
200.0,200,804.333868
200.0,200,804.486023
200.0,200,804.637833
200.0,200,804.788437
200.0,200,805.096916
200.0,200,805.246669
200.0,200,805.39905
200.0,200,805.550051
200.0,200,805.701009
200.0,200,805.852681
200.0,200,806.003716
200.0,200,806.154703
200.0,200,806.305854
200.0,200,806.456119
200.0,200,806.757216
200.0,200,806.908267
200.0,200,807.059597
200.0,200,807.208689
200.0,200,807.369411
200.0,200,807.521915
200.0,200,807.674182
200.0,200,807.822505
200.0,200,807.973768
200.0,200,808.126616
200.0,200,808.43186
200.0,200,808.582537
200.0,200,808.73262
200.0,200,808.884225
200.0,200,809.03434
200.0,200,809.18579
200.0,200,809.337116
200.0,200,809.487534
200.0,200,809.638365
200.0,200,809.788608
200.0,200,809.954853
200.0,200,810.262463
200.0,200,810.414127
200.0,200,810.566986
200.0,200,810.717888
200.0,200,810.870608
200.0,200,811.021883
200.0,200,811.173316
200.0,200,811.324402
200.0,200,811.475906
200.0,200,811.627851
200.0,200,811.930006
200.0,200,812.082249
200.0,200,812.233194
200.0,200,812.384273
200.0,200,812.535611
200.0,200,812.686937
200.0,200,812.840377
200.0,200,812.991364
200.0,200,813.14366
200.0,200,813.296254
200.0,200,813.598571
200.0,200,813.749576
200.0,200,813.901236
200.0,200,814.050659
200.0,200,814.202231
200.0,200,814.35255
200.0,200,814.503936
200.0,200,814.65568
200.0,200,814.807117
200.0,200,814.958901
200.0,200,815.259877
200.0,200,815.412476
200.0,200,815.564815
200.0,200,815.715312
200.0,200,815.865955
200.0,200,816.016251
200.0,200,816.167123
200.0,200,816.317709
200.0,200,816.470691
200.0,200,816.620841
200.0,200,816.92504
200.0,200,817.07564
200.0,200,817.228155
200.0,200,817.380444
200.0,200,817.531049
200.0,200,817.682525
200.0,200,817.834062
200.0,200,817.985521
200.0,200,818.137827
200.0,200,818.289222
200.0,200,818.441489
200.0,200,818.742782
200.0,200,818.891993
200.0,200,819.042335
200.0,200,819.193528
200.0,200,819.344808
200.0,200,819.494007
200.0,200,819.645851
200.0,200,819.79622
200.0,200,819.948822
200.0,200,820.101805
200.0,200,820.405974
200.0,200,820.559908
200.0,200,820.711484
200.0,200,820.86319
200.0,200,821.015611
200.0,200,821.168672
200.0,200,821.320982
200.0,200,821.472608
200.0,200,821.624253
200.0,200,821.774283
200.0,200,822.075885
200.0,200,822.226732
200.0,200,822.37849
200.0,200,822.530242
200.0,200,822.681914
200.0,200,822.832426
200.0,200,822.980497
200.0,200,823.130215
200.0,200,823.280362
200.0,200,823.431126
200.0,200,823.733094
200.0,200,823.884525
200.0,200,824.036433
200.0,200,824.188455
200.0,200,824.342054
200.0,200,824.492961
200.0,200,824.644227
200.0,200,824.796205
200.0,200,824.946014
200.0,200,825.099237
200.0,200,825.251983
200.0,200,825.555886
200.0,200,825.707477
200.0,200,825.859295
200.0,200,826.010428
200.0,200,826.161668
200.0,200,826.312176
200.0,200,826.462817
200.0,200,826.614271
200.0,200,826.763723
200.0,200,826.913975
200.0,200,827.216214
200.0,200,827.367862
200.0,200,827.519453
200.0,200,827.670785
200.0,200,827.823487
200.0,200,827.974957
200.0,200,828.124599
200.0,200,828.275652
200.0,200,828.427044
200.0,200,828.578729
200.0,200,828.884163
200.0,200,829.038288
200.0,200,829.194588
200.0,200,829.348816
200.0,200,829.499744
200.0,200,829.651219
200.0,200,829.803521
200.0,200,829.9557
200.0,200,830.107706
200.0,200,830.259584
200.0,200,830.564079
200.0,200,830.714381
200.0,200,830.864552
200.0,200,831.015486
200.0,200,831.16653
200.0,200,831.318023
200.0,200,831.469689
200.0,200,831.621278
200.0,200,831.774539
200.0,200,831.926216
200.0,200,832.07841
200.0,200,832.381416
200.0,200,832.532872
200.0,200,832.684922
200.0,200,832.835228
200.0,200,832.986514
200.0,200,833.137212
200.0,200,833.288461
200.0,200,833.439294
200.0,200,833.590174
200.0,200,833.743234
200.0,200,834.051413
200.0,200,834.201901
200.0,200,834.353181
200.0,200,834.505001
200.0,200,834.656597
200.0,200,834.806288
200.0,200,834.956991
200.0,200,835.107283
200.0,200,835.25957
200.0,200,835.410803
200.0,200,835.711688
200.0,200,835.864042
200.0,200,836.015909
200.0,200,836.167307
200.0,200,836.318817
200.0,200,836.468835
200.0,200,836.618725
200.0,200,836.768381
200.0,200,836.920357
200.0,200,837.07317
200.0,200,837.382275
200.0,200,837.534087
200.0,200,837.684984
200.0,200,837.836434
200.0,200,837.987804
200.0,200,838.13859
200.0,200,838.290849
200.0,200,838.44265
200.0,200,838.592329
200.0,200,838.744488
200.0,200,838.896181
200.0,200,839.200445
200.0,200,839.353471
200.0,200,839.504584
200.0,200,839.655227
200.0,200,839.806899
200.0,200,839.957962
200.0,200,840.110533
200.0,200,840.262353
200.0,200,840.414206
200.0,200,840.56609
200.0,200,840.868374
200.0,200,841.019155
200.0,200,841.170598
200.0,200,841.322303
200.0,200,841.472167
200.0,200,841.624421
200.0,200,841.776509
200.0,200,841.927963
200.0,200,842.079994
200.0,200,842.230947
200.0,200,842.532668
200.0,200,842.683689
200.0,200,842.832471
200.0,200,842.98134
200.0,200,843.132899
200.0,200,843.285316
200.0,200,843.434577
200.0,200,843.585347
200.0,200,843.735233
200.0,200,843.885289
200.0,200,844.187375
200.0,200,844.338911
200.0,200,844.491364
200.0,200,844.643978
200.0,200,844.794355
200.0,200,844.944179
200.0,200,845.095829
200.0,200,845.246205
200.0,200,845.396605
200.0,200,845.546525
200.0,200,845.69717
200.0,200,845.99843
200.0,200,846.15027
200.0,200,846.300401
200.0,200,846.452241
200.0,200,846.603559
200.0,200,846.754963
200.0,200,846.905712
200.0,200,847.058218
200.0,200,847.208529
200.0,200,847.360774
200.0,200,847.662094
200.0,200,847.813686
200.0,200,847.964754
200.0,200,848.115775
200.0,200,848.265936
200.0,200,848.416939
200.0,200,848.567662
200.0,200,848.717668
200.0,200,848.868183
200.0,200,849.019699
200.0,200,849.323302
200.0,200,849.475251
200.0,200,849.625154
200.0,200,849.775882
200.0,200,849.927758
200.0,200,850.078154
200.0,200,850.229101
200.0,200,850.380916
200.0,200,850.532492
200.0,200,850.683458
200.0,200,850.984184
200.0,200,851.134448
200.0,200,851.285141
200.0,200,851.43734
200.0,200,851.589548
200.0,200,851.740287
200.0,200,851.891355
200.0,200,852.042954
200.0,200,852.194036
200.0,200,852.345637
200.0,200,852.497298
200.0,200,852.802247
200.0,200,852.951744
200.0,200,853.103063
200.0,200,853.253785
200.0,200,853.403465
200.0,200,853.554463
200.0,200,853.703144
200.0,200,853.854316
200.0,200,854.006326
200.0,200,854.156214
200.0,200,854.458981
200.0,200,854.610237
200.0,200,854.761339
200.0,200,854.913837
200.0,200,855.064149
200.0,200,855.214577
200.0,200,855.367138
200.0,200,855.518761
200.0,200,855.668959
200.0,200,855.820487
200.0,200,856.122406
200.0,200,856.274431
200.0,200,856.427529
200.0,200,856.579445
200.0,200,856.730547
200.0,200,856.882214
200.0,200,857.03491
200.0,200,857.188019
200.0,200,857.339765
200.0,200,857.490115
200.0,200,857.792212
200.0,200,857.943135
200.0,200,858.094838
200.0,200,858.247875
200.0,200,858.400767
200.0,200,858.553437
200.0,200,858.706053
200.0,200,858.857107
200.0,200,859.009645
200.0,200,859.160071
200.0,200,859.463317
200.0,200,859.615165
200.0,200,859.767489
200.0,200,859.919675
200.0,200,860.069652
200.0,200,860.218871
200.0,200,860.369801
200.0,200,860.520648
200.0,200,860.672634
200.0,200,860.823052
200.0,200,860.976416
200.0,200,861.280311
200.0,200,861.432011
200.0,200,861.584122
200.0,200,861.73622
200.0,200,861.886258
200.0,200,862.036309
200.0,200,862.188397
200.0,200,862.339837
200.0,200,862.489668
200.0,200,862.640455
200.0,200,862.943896
200.0,200,863.095199
200.0,200,863.248424
200.0,200,863.399141
200.0,200,863.551142
200.0,200,863.702599
200.0,200,863.853111
200.0,200,864.004481
200.0,200,864.156534
200.0,200,864.307147
200.0,200,864.616064
200.0,200,864.766848
200.0,200,864.917141
200.0,200,865.069352
200.0,200,865.218895
200.0,200,865.368209
200.0,200,865.518878
200.0,200,865.669085
200.0,200,865.818019
200.0,200,865.970399
200.0,200,866.272287
200.0,200,866.421946
200.0,200,866.574083
200.0,200,866.725605
200.0,200,866.876358
200.0,200,867.027888
200.0,200,867.178053
200.0,200,867.351984
200.0,200,867.505717
200.0,200,867.65621
200.0,200,867.808399
200.0,200,868.109953
200.0,200,868.260598
200.0,200,868.41262
200.0,200,868.564835
200.0,200,868.717189
200.0,200,868.868125
200.0,200,869.01983
200.0,200,869.171149
200.0,200,869.322028
200.0,200,869.474153
200.0,200,869.776468
200.0,200,869.943305
200.0,200,870.095067
200.0,200,870.246192
200.0,200,870.398526
200.0,200,870.550834
200.0,200,870.701001
200.0,200,870.851889
200.0,200,871.003545
200.0,200,871.153974
200.0,200,871.45502
200.0,200,871.606946
200.0,200,871.75954
200.0,200,871.911233
200.0,200,872.061053
200.0,200,872.212103
200.0,200,872.364209
200.0,200,872.515396
200.0,200,872.665935
200.0,200,872.816981
200.0,200,873.120522
200.0,200,873.272977
200.0,200,873.423713
200.0,200,873.575205
200.0,200,873.72664
200.0,200,873.878271
200.0,200,874.029699
200.0,200,874.180054
200.0,200,874.330957
200.0,200,874.482582
200.0,200,874.633141
200.0,200,874.934604
200.0,200,875.087617
200.0,200,875.23845
200.0,200,875.391507
200.0,200,875.544762
200.0,200,875.697708
200.0,200,875.851479
200.0,200,876.003583
200.0,200,876.155293
200.0,200,876.306304
200.0,200,876.608434
200.0,200,876.761336
200.0,200,876.915921
200.0,200,877.068656
200.0,200,877.220911
200.0,200,877.370347
200.0,200,877.521458
200.0,200,877.674737
200.0,200,877.826496
200.0,200,877.978861
200.0,200,878.284574
200.0,200,878.435727
200.0,200,878.588951
200.0,200,878.739519
200.0,200,878.891389
200.0,200,879.0436
200.0,200,879.193951
200.0,200,879.346184
200.0,200,879.496701
200.0,200,879.646689
200.0,200,879.947416
200.0,200,880.09913
200.0,200,880.250903
200.0,200,880.402824
200.0,200,880.555308
200.0,200,880.706898
200.0,200,880.857073
200.0,200,881.008354
200.0,200,881.15998
200.0,200,881.312704
200.0,200,881.463147
200.0,200,881.766086
200.0,200,881.91577
200.0,200,882.06775
200.0,200,882.219497
200.0,200,882.368369
200.0,200,882.52068
200.0,200,882.67336
200.0,200,882.824961
200.0,200,882.975133
200.0,200,883.125255
200.0,200,883.428888
200.0,200,883.581415
200.0,200,883.732924
200.0,200,883.884994
200.0,200,884.037156
200.0,200,884.189559
200.0,200,884.340218
200.0,200,884.490691
200.0,200,884.641176
200.0,200,884.79103
200.0,200,885.095638
200.0,200,885.247645
200.0,200,885.399152
200.0,200,885.549407
200.0,200,885.700212
200.0,200,885.850188
200.0,200,886.000183
200.0,200,886.152084
200.0,200,886.304116
200.0,200,886.456844
200.0,200,886.76124
200.0,200,886.912743
200.0,200,887.064146
200.0,200,887.214724
200.0,200,887.363575
200.0,200,887.51295
200.0,200,887.665569
200.0,200,887.816234
200.0,200,887.967856
200.0,200,888.117093
200.0,200,888.268204
200.0,200,888.570443
200.0,200,888.719834
200.0,200,888.87079
200.0,200,889.021974
200.0,200,889.173279
200.0,200,889.325624
200.0,200,889.477871
200.0,200,889.628697
200.0,200,889.778887
200.0,200,889.930471
200.0,200,890.234034
200.0,200,890.386014
200.0,200,890.535643
200.0,200,890.687329
200.0,200,890.838551
200.0,200,890.988139
200.0,200,891.140348
200.0,200,891.290144
200.0,200,891.4417
200.0,200,891.592662
200.0,200,891.893349
200.0,200,892.044137
200.0,200,892.195835
200.0,200,892.345497
200.0,200,892.495757
200.0,200,892.646751
200.0,200,892.798403
200.0,200,892.947773
200.0,200,893.099168
200.0,200,893.249932
200.0,200,893.55264
200.0,200,893.705231
200.0,200,893.855961
200.0,200,894.005268
200.0,200,894.157056
200.0,200,894.308049
200.0,200,894.459525
200.0,200,894.609073
200.0,200,894.759264
200.0,200,894.910383
200.0,200,895.05979
200.0,200,895.362935
200.0,200,895.513919
200.0,200,895.665095
200.0,200,895.815454
200.0,200,895.966311
200.0,200,896.116744
200.0,200,896.268572
200.0,200,896.419001
200.0,200,896.569536
200.0,200,896.721571
200.0,200,897.024568
200.0,200,897.175779
200.0,200,897.328502
200.0,200,897.483639
200.0,200,897.634972
200.0,200,897.786415
200.0,200,897.938554
200.0,200,898.089363
200.0,200,898.240951
200.0,200,898.392354
200.0,200,898.692567
200.0,200,898.844729
200.0,200,898.996363
200.0,200,899.147696
200.0,200,899.299254
200.0,200,899.452662
200.0,200,899.604381
200.0,200,899.756221
200.0,200,899.907589
200.0,200,900.058377
200.0,200,900.361233
200.0,200,900.512107
200.0,200,900.662961
200.0,200,900.81451
200.0,200,900.96578
200.0,200,901.116313
200.0,200,901.266658
200.0,200,901.419153
200.0,200,901.569377
200.0,200,901.720853
200.0,200,902.022725
200.0,200,902.174458
200.0,200,902.326245
200.0,200,902.477456
200.0,200,902.629291
200.0,200,902.780248
200.0,200,902.930803
200.0,200,903.081513
200.0,200,903.233218
200.0,200,903.384361
200.0,200,903.533802
200.0,200,903.836125
200.0,200,903.987392
200.0,200,904.138596
200.0,200,904.290678
200.0,200,904.441163
200.0,200,904.591204
200.0,200,904.743685
200.0,200,904.894423
200.0,200,905.046623
200.0,200,905.197952
200.0,200,905.499628
200.0,200,905.650352
200.0,200,905.800382
200.0,200,905.951816
200.0,200,906.102879
200.0,200,906.254741
200.0,200,906.40656
200.0,200,906.557779
200.0,200,906.71035
200.0,200,906.862034
200.0,200,907.161818
200.0,200,907.312853
200.0,200,907.464237
200.0,200,907.615298
200.0,200,907.765668
200.0,200,907.914904
200.0,200,908.064355
200.0,200,908.213093
200.0,200,908.36374
200.0,200,908.513552
200.0,200,908.813354
200.0,200,908.967106
200.0,200,909.119903
200.0,200,909.270598
200.0,200,909.422088
200.0,200,909.573452
200.0,200,909.723214
200.0,200,909.872801
200.0,200,910.025485
200.0,200,910.176428
200.0,200,910.3282
200.0,200,910.63034
200.0,200,910.782703
200.0,200,910.934071
200.0,200,911.084005
200.0,200,911.236349
200.0,200,911.388307
200.0,200,911.538044
200.0,200,911.689365
200.0,200,911.840927
200.0,200,911.992592
200.0,200,912.294829
200.0,200,912.446538
200.0,200,912.595713
200.0,200,912.748063
200.0,200,912.900056
200.0,200,913.052256
200.0,200,913.203109
200.0,200,913.354583
200.0,200,913.505723
200.0,200,913.657741
200.0,200,913.959386
200.0,200,914.1097
200.0,200,914.258834
200.0,200,914.40903
200.0,200,914.557863
200.0,200,914.708728
200.0,200,914.859111
200.0,200,915.010108
200.0,200,915.160968
200.0,200,915.31306
200.0,200,915.615934
200.0,200,915.767706
200.0,200,915.916344
200.0,200,916.069298
200.0,200,916.220182
200.0,200,916.371444
200.0,200,916.521737
200.0,200,916.672759
200.0,200,916.823594
200.0,200,916.974571
200.0,200,917.126014
200.0,200,917.428941
200.0,200,917.581004
200.0,200,917.732703
200.0,200,917.883173
200.0,200,918.035452
200.0,200,918.18711
200.0,200,918.339557
200.0,200,918.490372
200.0,200,918.642978
200.0,200,918.794286
200.0,200,919.095598
200.0,200,919.246318
200.0,200,919.397751
200.0,200,919.549999
200.0,200,919.702687
200.0,200,919.853851
200.0,200,920.006711
200.0,200,920.15874
200.0,200,920.309961
200.0,200,920.461866
200.0,200,920.76472
200.0,200,920.915729
200.0,200,921.0672
200.0,200,921.218534
200.0,200,921.368535
200.0,200,921.520569
200.0,200,921.67332
200.0,200,921.825385
200.0,200,921.97627
200.0,200,922.125899
200.0,200,922.428098
200.0,200,922.57864
200.0,200,922.729512
200.0,200,922.881539
200.0,200,923.033507
200.0,200,923.182652
200.0,200,923.33341
200.0,200,923.48535
200.0,200,923.636515
200.0,200,923.788415
200.0,200,923.939649
200.0,200,924.244398
200.0,200,924.39486
200.0,200,924.54574
200.0,200,924.696415
200.0,200,924.845328
200.0,200,924.997524
200.0,200,925.149325
200.0,200,925.301334
200.0,200,925.4527
200.0,200,925.603455
200.0,200,925.904166
200.0,200,926.056344
200.0,200,926.20656
200.0,200,926.358394
200.0,200,926.509683
200.0,200,926.661039
200.0,200,926.813367
200.0,200,926.963778
200.0,200,927.115802
200.0,200,927.275245
200.0,200,927.584551
200.0,200,927.736595
200.0,200,927.888283
200.0,200,928.040154
200.0,200,928.190821
200.0,200,928.341341
200.0,200,928.490581
200.0,200,928.64155
200.0,200,928.7906
200.0,200,928.942115
200.0,200,929.244796
200.0,200,929.397867
200.0,200,929.551394
200.0,200,929.702334
200.0,200,929.854217
200.0,200,930.017697
200.0,200,930.169092
200.0,200,930.320478
200.0,200,930.471712
200.0,200,930.623724
200.0,200,930.775057
200.0,200,931.077665
200.0,200,931.229652
200.0,200,931.378456
200.0,200,931.530636
200.0,200,931.682667
200.0,200,931.834221
200.0,200,931.984519
200.0,200,932.137133
200.0,200,932.289244
200.0,200,932.440857
200.0,200,932.748912
200.0,200,932.901615
200.0,200,933.053888
200.0,200,933.203913
200.0,200,933.35573
200.0,200,933.506926
200.0,200,933.656538
200.0,200,933.807874
200.0,200,933.95922
200.0,200,934.110465
200.0,200,934.41103
200.0,200,934.561951
200.0,200,934.713376
200.0,200,934.865129
200.0,200,935.016818
200.0,200,935.167526
200.0,200,935.319055
200.0,200,935.471059
200.0,200,935.62199
200.0,200,935.774034
200.0,200,936.074887
200.0,200,936.226388
200.0,200,936.377542
200.0,200,936.526755
200.0,200,936.677743
200.0,200,936.827908
200.0,200,936.978949
200.0,200,937.131162
200.0,200,937.281215
200.0,200,937.433904
200.0,200,937.585212
200.0,200,937.889344
200.0,200,938.040665
200.0,200,938.19243
200.0,200,938.34416
200.0,200,938.494351
200.0,200,938.645413
200.0,200,938.794987
200.0,200,938.946609
200.0,200,939.09903
200.0,200,939.249389
200.0,200,939.553022
200.0,200,939.702332
200.0,200,939.853262
200.0,200,940.00385
200.0,200,940.154662
200.0,200,940.307093
200.0,200,940.458946
200.0,200,940.608929
200.0,200,940.758803
200.0,200,940.90936
200.0,200,941.210853
200.0,200,941.362779
200.0,200,941.514018
200.0,200,941.665428
200.0,200,941.817263
200.0,200,941.968695
200.0,200,942.119319
200.0,200,942.27148
200.0,200,942.422575
200.0,200,942.574599
200.0,200,942.875725
200.0,200,943.026022
200.0,200,943.177212
200.0,200,943.328588
200.0,200,943.481255
200.0,200,943.63352
200.0,200,943.785375
200.0,200,943.933502
200.0,200,944.085475
200.0,200,944.237341
200.0,200,944.539616
200.0,200,944.690091
200.0,200,944.841781
200.0,200,944.994294
200.0,200,945.145722
200.0,200,945.298995
200.0,200,945.450288
200.0,200,945.601222
200.0,200,945.753034
200.0,200,945.902965
200.0,200,946.054047
200.0,200,946.354863
200.0,200,946.506565
200.0,200,946.656043
200.0,200,946.807253
200.0,200,946.956549
200.0,200,947.109153
200.0,200,947.260447
200.0,200,947.411962
200.0,200,947.563743
200.0,200,947.714683
200.0,200,948.017496
200.0,200,948.169963
200.0,200,948.32142
200.0,200,948.474458
200.0,200,948.624079
200.0,200,948.77594
200.0,200,948.925294
200.0,200,949.076106
200.0,200,949.22726
200.0,200,949.377853
200.0,200,949.678447
200.0,200,949.829711
200.0,200,949.980642
200.0,200,950.131109
200.0,200,950.282225
200.0,200,950.432077
200.0,200,950.583092
200.0,200,950.734844
200.0,200,950.885351
200.0,200,951.036658
200.0,200,951.340129
200.0,200,951.490601
200.0,200,951.642495
200.0,200,951.79499
200.0,200,951.945292
200.0,200,952.095992
200.0,200,952.247783
200.0,200,952.399185
200.0,200,952.5507
200.0,200,952.701311
200.0,200,952.853111
200.0,200,953.152891
200.0,200,953.304355
200.0,200,953.457042
200.0,200,953.607926
200.0,200,953.759254
200.0,200,953.909698
200.0,200,954.06231
200.0,200,954.215164
200.0,200,954.366385
200.0,200,954.516556
200.0,200,954.817515
200.0,200,954.970131
200.0,200,955.123247
200.0,200,955.275132
200.0,200,955.426605
200.0,200,955.575285
200.0,200,955.7253
200.0,200,955.876436
200.0,200,956.029164
200.0,200,956.180664
200.0,200,956.481822
200.0,200,956.632247
200.0,200,956.780483
200.0,200,956.932087
200.0,200,957.082442
200.0,200,957.233249
200.0,200,957.406659
200.0,200,957.559235
200.0,200,957.70979
200.0,200,957.859023
200.0,200,958.160952
200.0,200,958.3107
200.0,200,958.46199
